196         -105.07896796   33.04805454  0.000000E+00 -2.114323927779E+01 -2.114323927779E+01 -2.148573070069E+01  2.794717927443E+01  2.793755066843E+01  3.447298728592E+01  3.443845653336E+01 -1.593767149528E+02  9.819845078305E+05  6.256049993557E+07  9.795979862571E+05  6.263664460173E+07  1.593580824231E+03  1.615066554931E+03  9.795700390778E+05  9.795700390778E+05  1.206990030880E+01  1.205794854269E+01  5.370168263737E-01
197         -105.07889961   33.04805768  0.000000E+00 -2.114361339894E+01 -2.114361339894E+01 -2.148605437864E+01  2.793444739559E+01  2.792481183387E+01  3.446037087755E+01  3.442583273254E+01 -1.593750654043E+02  9.819844951849E+05  6.256049993731E+07  9.795979737846E+05  6.263664459807E+07  1.593475943364E+03  1.614961997742E+03  9.795700393372E+05  9.795700393372E+05  1.207029477541E+01  1.205832173461E+01  5.374910561313E-01
198         -105.07883126   33.04806082  0.000000E+00 -2.114398753242E+01 -2.114398753242E+01 -2.148637807124E+01  2.792171543025E+01  2.791207291427E+01  3.444775438695E+01  3.441320885046E+01 -1.593734155393E+02  9.819844825392E+05  6.256049993905E+07  9.795979613120E+05  6.263664459440E+07  1.593371047029E+03  1.614857425100E+03  9.795700395965E+05  9.795700395966E+05  1.207068883781E+01  1.205869434382E+01  5.379652014786E-01
199         -105.07876291   33.04806396  0.000000E+00 -2.114436167821E+01 -2.114436167821E+01 -2.148670177845E+01  2.790898337928E+01  2.789933391036E+01  3.443513781392E+01  3.440058488787E+01 -1.593717653579E+02  9.819844698934E+05  6.256049994078E+07  9.795979488393E+05  6.263664459074E+07  1.593266135228E+03  1.614752837006E+03  9.795700398559E+05  9.795700398559E+05  1.207108132214E+01  1.205906637033E+01  5.384392623957E-01
200         -105.07869456   33.04806710  0.000000E+00 -2.114473583628E+01 -2.114473583628E+01 -2.148702550026E+01  2.789625124322E+01  2.788659482290E+01  3.442252115988E+01  3.438796084550E+01 -1.593701148601E+02  9.819844572475E+05  6.256049994252E+07  9.795979363665E+05  6.263664458707E+07  1.593161207959E+03  1.614648233459E+03  9.795700401153E+05  9.795700401153E+05  1.207147340241E+01  1.205943781415E+01  5.389132388635E-01
201         -105.07862622   33.04807024  0.000000E+00 -2.114510995202E+01 -2.114510995201E+01 -2.148734918939E+01  2.788352086984E+01  2.787385750045E+01  3.440990625556E+01  3.437533855512E+01 -1.593684642908E+02  9.819844446034E+05  6.256049994426E+07  9.795979238955E+05  6.263664458341E+07  1.593056280776E+03  1.614543629965E+03  9.795700403746E+05  9.795700403747E+05  1.207186507866E+01  1.205980862473E+01  5.393870653063E-01
202         -105.07855787   33.04807338  0.000000E+00 -2.114548413461E+01 -2.114548413461E+01 -2.148767294036E+01  2.787078856628E+01  2.786111824808E+01  3.439728944112E+01  3.436271435538E+01 -1.593668131600E+02  9.819844319573E+05  6.256049994600E+07  9.795979114226E+05  6.263664457974E+07  1.592951322574E+03  1.614438995514E+03  9.795700406340E+05  9.795700406340E+05  1.207225595968E+01  1.206017890332E+01  5.398608728282E-01
203         -105.07848952   33.04807653  0.000000E+00 -2.114585833232E+01 -2.114585833232E+01 -2.148799670781E+01  2.785805583319E+01  2.784837856625E+01  3.438467220214E+01  3.435008973084E+01 -1.593651617881E+02  9.819844193111E+05  6.256049994776E+07  9.795978989500E+05  6.263664457608E+07  1.592846353159E+03  1.614334349867E+03  9.795700408942E+05  9.795700408942E+05  1.207264643679E+01  1.206054867844E+01  5.403346778904E-01
204         -105.07842118   33.04807967  0.000000E+00 -2.114623248475E+01 -2.114623248475E+01 -2.148832044061E+01  2.784532521130E+01  2.783564099970E+01  3.437205706049E+01  3.433746720764E+01 -1.593635102694E+02  9.819844066667E+05  6.256049994950E+07  9.795978864788E+05  6.263664457241E+07  1.592741379554E+03  1.614229699995E+03  9.795700411535E+05  9.795700411536E+05  1.207303572755E+01  1.206091774142E+01  5.408082508385E-01
205         -105.07835284   33.04808281  0.000000E+00 -2.114660664937E+01 -2.114660664937E+01 -2.148864418792E+01  2.783259450858E+01  2.782290335330E+01  3.435944184140E+01  3.432484460834E+01 -1.593618584343E+02  9.819843940223E+05  6.256049995124E+07  9.795978740074E+05  6.263664456875E+07  1.592636390485E+03  1.614125034672E+03  9.795700414129E+05  9.795700414129E+05  1.207342617944E+01  1.206128622195E+01  5.412817392627E-01
206         -105.07828449   33.04808596  0.000000E+00 -2.114698088369E+01 -2.114698088368E+01 -2.148896799896E+01  2.781986153160E+01  2.781016343151E+01  3.434682437025E+01  3.431221975509E+01 -1.593602061129E+02  9.819843813758E+05  6.256049995299E+07  9.795978615346E+05  6.263664456508E+07  1.592531374572E+03  1.614020342571E+03  9.795700416731E+05  9.795700416731E+05  1.207381505384E+01  1.206165424934E+01  5.417552906401E-01
207         -105.07821615   33.04808910  0.000000E+00 -2.114735507264E+01 -2.114735507264E+01 -2.148929177528E+01  2.780713066848E+01  2.779742562752E+01  3.433420899821E+01  3.429959700568E+01 -1.593585536446E+02  9.819843687312E+05  6.256049995473E+07  9.795978490631E+05  6.263664456141E+07  1.592426354547E+03  1.613915646323E+03  9.795700419325E+05  9.795700419325E+05  1.207420313331E+01  1.206202156494E+01  5.422286099299E-01
208         -105.07814780   33.04809225  0.000000E+00 -2.114772933127E+01 -2.114772933127E+01 -2.148961561530E+01  2.779439753162E+01  2.778468554941E+01  3.432159137482E+01  3.428697200359E+01 -1.593569006901E+02  9.819843560846E+05  6.256049995649E+07  9.795978365902E+05  6.263664455775E+07  1.592321307628E+03  1.613810923244E+03  9.795700421927E+05  9.795700421927E+05  1.207459120031E+01  1.206238842722E+01  5.427019920776E-01
209         -105.07807946   33.04809540  0.000000E+00 -2.114810354739E+01 -2.114810354739E+01 -2.148993942250E+01  2.778166616384E+01  2.777194724210E+01  3.430897550682E+01  3.427434875922E+01 -1.593552476643E+02  9.819843434398E+05  6.256049995824E+07  9.795978241190E+05  6.263664455408E+07  1.592216260755E+03  1.613706200177E+03  9.795700424528E+05  9.795700424529E+05  1.207497847248E+01  1.206275465701E+01  5.431752241031E-01
210         -105.07801112   33.04809854  0.000000E+00 -2.114847777272E+01 -2.114847777272E+01 -2.149026324221E+01  2.776893506553E+01  2.775920920722E+01  3.429635991150E+01  3.426172579012E+01 -1.593535942463E+02  9.819843307949E+05  6.256049995998E+07  9.795978116473E+05  6.263664455042E+07  1.592111194285E+03  1.613601457528E+03  9.795700427122E+05  9.795700427122E+05  1.207536455874E+01  1.206312022533E+01  5.436482895418E-01
211         -105.07794278   33.04810169  0.000000E+00 -2.114885201304E+01 -2.114885201304E+01 -2.149058707829E+01  2.775620354285E+01  2.774647074805E+01  3.428374389536E+01  3.424910240133E+01 -1.593519405874E+02  9.819843181500E+05  6.256049996174E+07  9.795977991759E+05  6.263664454675E+07  1.592006116408E+03  1.613496703487E+03  9.795700429724E+05  9.795700429724E+05  1.207574945919E+01  1.206348529035E+01  5.441213522549E-01
212         -105.07787444   33.04810484  0.000000E+00 -2.114922626543E+01 -2.114922626543E+01 -2.149091092879E+01  2.774347194414E+01  2.773373221401E+01  3.427112780798E+01  3.423647894139E+01 -1.593502866118E+02  9.819843055049E+05  6.256049996349E+07  9.795977867045E+05  6.263664454308E+07  1.591901023018E+03  1.613391933946E+03  9.795700432326E+05  9.795700432326E+05  1.207613552079E+01  1.206384977300E+01  5.445943302748E-01
213         -105.07780610   33.04810799  0.000000E+00 -2.114960052988E+01 -2.114960052988E+01 -2.149123479370E+01  2.773074026976E+01  2.772099360583E+01  3.425851164831E+01  3.422385541102E+01 -1.593486323196E+02  9.819842928598E+05  6.256049996525E+07  9.795977742330E+05  6.263664453942E+07  1.591795914113E+03  1.613287148907E+03  9.795700434928E+05  9.795700434928E+05  1.207652000555E+01  1.206421367330E+01  5.450672235815E-01
214         -105.07773776   33.04811114  0.000000E+00 -2.114997480636E+01 -2.114997480636E+01 -2.149155867300E+01  2.771800852042E+01  2.770825492426E+01  3.424589541758E+01  3.421123181096E+01 -1.593469777108E+02  9.819842802146E+05  6.256049996700E+07  9.795977617615E+05  6.263664453575E+07  1.591690789694E+03  1.613182348367E+03  9.795700437530E+05  9.795700437530E+05  1.207690486918E+01  1.206457699125E+01  5.455400321550E-01
215         -105.07766942   33.04811429  0.000000E+00 -2.115034909486E+01 -2.115034909486E+01 -2.149188256667E+01  2.770527669700E+01  2.769551617005E+01  3.423327911616E+01  3.419860814195E+01 -1.593453227852E+02  9.819842675693E+05  6.256049996876E+07  9.795977492899E+05  6.263664453209E+07  1.591585649762E+03  1.613077532328E+03  9.795700440132E+05  9.795700440132E+05  1.207728893833E+01  1.206493972687E+01  5.460127559763E-01
216         -105.07760108   33.04811744  0.000000E+00 -2.115072339536E+01 -2.115072339536E+01 -2.149220647470E+01  2.769254480040E+01  2.768277734391E+01  3.422066274545E+01  3.418598440470E+01 -1.593436675430E+02  9.819842549239E+05  6.256049997051E+07  9.795977368181E+05  6.263664452842E+07  1.591480494315E+03  1.612972700790E+03  9.795700442733E+05  9.795700442734E+05  1.207767221310E+01  1.206530188019E+01  5.464853950264E-01
217         -105.07753274   33.04812059  0.000000E+00 -2.115109770784E+01 -2.115109770784E+01 -2.149253039707E+01  2.767981283167E+01  2.767003844660E+01  3.420804630583E+01  3.417336059996E+01 -1.593420119839E+02  9.819842422785E+05  6.256049997227E+07  9.795977243464E+05  6.263664452475E+07  1.591375323355E+03  1.612867853752E+03  9.795700445335E+05  9.795700445336E+05  1.207805430246E+01  1.206566345120E+01  5.469579492852E-01
218         -105.07746440   33.04812374  0.000000E+00 -2.115147203228E+01 -2.115147203228E+01 -2.149285433377E+01  2.766708079012E+01  2.765729947886E+01  3.419542979763E+01  3.416073672847E+01 -1.593403561082E+02  9.819842296330E+05  6.256049997402E+07  9.795977118745E+05  6.263664452109E+07  1.591270136881E+03  1.612762991215E+03  9.795700447937E+05  9.795700447938E+05  1.207843677081E+01  1.206602443993E+01  5.474304187331E-01
219         -105.07739607   33.04812690  0.000000E+00 -2.115184631695E+01 -2.115184631695E+01 -2.149317823943E+01  2.765435017711E+01  2.764456193971E+01  3.418281470555E+01  3.414811427336E+01 -1.593387002375E+02  9.819842169892E+05  6.256049997579E+07  9.795976994049E+05  6.263664451742E+07  1.591164954327E+03  1.612658132566E+03  9.795700450547E+05  9.795700450548E+05  1.207881688072E+01  1.206638487628E+01  5.479028197879E-01
220         -105.07732773   33.04813005  0.000000E+00 -2.115222066526E+01 -2.115222066526E+01 -2.149350220474E+01  2.764161799433E+01  2.763182283322E+01  3.417019806378E+01  3.413549027046E+01 -1.593370437282E+02  9.819842043436E+05  6.256049997755E+07  9.795976869329E+05  6.263664451375E+07  1.591059736802E+03  1.612553239006E+03  9.795700453149E+05  9.795700453150E+05  1.207919854284E+01  1.206674470056E+01  5.483751195511E-01
221         -105.07725939   33.04813321  0.000000E+00 -2.115259502842E+01 -2.115259502842E+01 -2.149382618630E+01  2.762888539394E+01  2.761908330866E+01  3.415758100918E+01  3.412286585407E+01 -1.593353869781E+02  9.819841916978E+05  6.256049997932E+07  9.795976744613E+05  6.263664451008E+07  1.590954507574E+03  1.612448333760E+03  9.795700455760E+05  9.795700455760E+05  1.207957862879E+01  1.206710402152E+01  5.488474161957E-01
222         -105.07719106   33.04813636  0.000000E+00 -2.115296934589E+01 -2.115296934589E+01 -2.149415013283E+01  2.761615491984E+01  2.760634591434E+01  3.414496606560E+01  3.411024355386E+01 -1.593337300811E+02  9.819841790539E+05  6.256049998107E+07  9.795976619911E+05  6.263664450642E+07  1.590849274573E+03  1.612343424706E+03  9.795700458361E+05  9.795700458362E+05  1.207995909379E+01  1.206746263252E+01  5.493194808731E-01
223         -105.07712272   33.04813952  0.000000E+00 -2.115334373281E+01 -2.115334373281E+01 -2.149447414292E+01  2.760342218178E+01  2.759360625527E+01  3.413234888008E+01  3.409761901026E+01 -1.593320726974E+02  9.819841664080E+05  6.256049998285E+07  9.795976495193E+05  6.263664450275E+07  1.590744014245E+03  1.612238488388E+03  9.795700460972E+05  9.795700460972E+05  1.208033837379E+01  1.206782078908E+01  5.497916076831E-01
224         -105.07705439   33.04814267  0.000000E+00 -2.115371807400E+01 -2.115371807400E+01 -2.149479811794E+01  2.759069157214E+01  2.758086872812E+01  3.411973380913E+01  3.408499658451E+01 -1.593304151667E+02  9.819841537639E+05  6.256049998460E+07  9.795976370489E+05  6.263664449908E+07  1.590638750196E+03  1.612133548314E+03  9.795700463573E+05  9.795700463574E+05  1.208071646892E+01  1.206817823592E+01  5.502635025431E-01
225         -105.07698605   33.04814583  0.000000E+00 -2.115409248462E+01 -2.115409248462E+01 -2.149512215648E+01  2.757795869996E+01  2.756812893749E+01  3.410711649661E+01  3.407237191665E+01 -1.593287571493E+02  9.819841411179E+05  6.256049998637E+07  9.795976245771E+05  6.263664449542E+07  1.590533458768E+03  1.612028580924E+03  9.795700466184E+05  9.795700466184E+05  1.208109533416E+01  1.206853522815E+01  5.507354594410E-01
226         -105.07691772   33.04814898  0.000000E+00 -2.115446684946E+01 -2.115446684946E+01 -2.149544615992E+01  2.756522795728E+01  2.755539128047E+01  3.409450129954E+01  3.405974936830E+01 -1.593270989849E+02  9.819841284737E+05  6.256049998813E+07  9.795976121065E+05  6.263664449175E+07  1.590428163669E+03  1.611923609829E+03  9.795700468786E+05  9.795700468786E+05  1.208147184173E+01  1.206889151088E+01  5.512071844065E-01
227         -105.07684939   33.04815214  0.000000E+00 -2.115484122904E+01 -2.115484122904E+01 -2.149577017953E+01  2.755249680089E+01  2.754265320924E+01  3.408188569338E+01  3.404712641029E+01 -1.593254405798E+02  9.819841158294E+05  6.256049998990E+07  9.795975996364E+05  6.263664448808E+07  1.590322856723E+03  1.611818626903E+03  9.795700471396E+05  9.795700471396E+05  1.208184911947E+01  1.206924729046E+01  5.516789060610E-01
228         -105.07678105   33.04815530  0.000000E+00 -2.115521567507E+01 -2.115521567507E+01 -2.149609426065E+01  2.753976373224E+01  2.752991322677E+01  3.406926819611E+01  3.403450156147E+01 -1.593237816116E+02  9.819841031831E+05  6.256049999167E+07  9.795975871643E+05  6.263664448441E+07  1.590217518634E+03  1.611713612894E+03  9.795700474006E+05  9.795700474006E+05  1.208222599448E+01  1.206960253635E+01  5.521506079419E-01
229         -105.07671272   33.04815846  0.000000E+00 -2.115559007820E+01 -2.115559007820E+01 -2.149641830860E+01  2.752703244706E+01  2.751717502982E+01  3.405665246827E+01  3.402187848497E+01 -1.593221225728E+02  9.819840905387E+05  6.256049999344E+07  9.795975746940E+05  6.263664448075E+07  1.590112180565E+03  1.611608598874E+03  9.795700476616E+05  9.795700476616E+05  1.208260207588E+01  1.206995715187E+01  5.526221595350E-01
230         -105.07664439   33.04816162  0.000000E+00 -2.115596449308E+01 -2.115596449308E+01 -2.149674237069E+01  2.751430109900E+01  2.750443677110E+01  3.404403668075E+01  3.400925535032E+01 -1.593204632170E+02  9.819840778942E+05  6.256049999521E+07  9.795975622237E+05  6.263664447708E+07  1.590006826937E+03  1.611503569307E+03  9.795700479226E+05  9.795700479227E+05  1.208297658190E+01  1.207031118544E+01  5.530936260740E-01
231         -105.07657606   33.04816477  0.000000E+00 -2.115633891673E+01 -2.115633891673E+01 -2.149706644491E+01  2.750157003781E+01  2.749169880215E+01  3.403142118401E+01  3.399663250813E+01 -1.593188034679E+02  9.819840652497E+05  6.256049999696E+07  9.795975497528E+05  6.263664447341E+07  1.589901454182E+03  1.611398520627E+03  9.795700481828E+05  9.795700481828E+05  1.208335146722E+01  1.207066455827E+01  5.535649259554E-01
232         -105.07650773   33.04816793  0.000000E+00 -2.115671335505E+01 -2.115671335505E+01 -2.149739053525E+01  2.748883856540E+01  2.747896042222E+01  3.401880528031E+01  3.398400925948E+01 -1.593171434782E+02  9.819840526050E+05  6.256049999873E+07  9.795975372824E+05  6.263664446974E+07  1.589796069456E+03  1.611293459992E+03  9.795700484438E+05  9.795700484439E+05  1.208372555912E+01  1.207101742797E+01  5.540362223453E-01
233         -105.07643940   33.04817109  0.000000E+00 -2.115708780506E+01 -2.115708780506E+01 -2.149771463967E+01  2.747610703242E+01  2.746622198275E+01  3.400618931870E+01  3.397138595488E+01 -1.593154831714E+02  9.819840399603E+05  6.256050000050E+07  9.795975248119E+05  6.263664446607E+07  1.589690669170E+03  1.611188383810E+03  9.795700487048E+05  9.795700487049E+05  1.208409963944E+01  1.207136971574E+01  5.545074336230E-01
234         -105.07637107   33.04817425  0.000000E+00 -2.115746226674E+01 -2.115746226674E+01 -2.149803875818E+01  2.746337543833E+01  2.745348348447E+01  3.399357330096E+01  3.395876259506E+01 -1.593138225477E+02  9.819840273156E+05  6.256050000228E+07  9.795975123413E+05  6.263664446241E+07  1.589585253324E+03  1.611083292082E+03  9.795700489659E+05  9.795700489659E+05  1.208447175383E+01  1.207172142162E+01  5.549785597700E-01
235         -105.07630274   33.04817741  0.000000E+00 -2.115783674008E+01 -2.115783674008E+01 -2.149836289076E+01  2.745064378580E+01  2.744074492812E+01  3.398095722691E+01  3.394613918076E+01 -1.593121616069E+02  9.819840146708E+05  6.256050000405E+07  9.795974998707E+05  6.263664445874E+07  1.589479821917E+03  1.610978184808E+03  9.795700492269E+05  9.795700492269E+05  1.208484463847E+01  1.207207254560E+01  5.554496007651E-01
236         -105.07623441   33.04818057  0.000000E+00 -2.115821122506E+01 -2.115821122506E+01 -2.149868703739E+01  2.743791207376E+01  2.742800631445E+01  3.396834109797E+01  3.393351571271E+01 -1.593105003490E+02  9.819840020259E+05  6.256050000582E+07  9.795974874000E+05  6.263664445507E+07  1.589374374950E+03  1.610873061987E+03  9.795700494879E+05  9.795700494879E+05  1.208521555738E+01  1.207242308772E+01  5.559205565907E-01
237         -105.07616608   33.04818373  0.000000E+00 -2.115858572166E+01 -2.115858572166E+01 -2.149901119806E+01  2.742518030381E+01  2.741526764417E+01  3.395572491467E+01  3.392089219163E+01 -1.593088387740E+02  9.819839893810E+05  6.256050000759E+07  9.795974749292E+05  6.263664445140E+07  1.589268912422E+03  1.610767923620E+03  9.795700497489E+05  9.795700497489E+05  1.208558763741E+01  1.207277304798E+01  5.563914272268E-01
238         -105.07609775   33.04818689  0.000000E+00 -2.115896022986E+01 -2.115896022985E+01 -2.149933537275E+01  2.741244847702E+01  2.740252891804E+01  3.394310867719E+01  3.390826861826E+01 -1.593071768818E+02  9.819839767360E+05  6.256050000936E+07  9.795974624584E+05  6.263664444773E+07  1.589163434333E+03  1.610662769706E+03  9.795700500099E+05  9.795700500100E+05  1.208595814269E+01  1.207312242639E+01  5.568622126532E-01
239         -105.07602942   33.04819005  0.000000E+00 -2.115933474964E+01 -2.115933474964E+01 -2.149965956144E+01  2.739971659373E+01  2.738979013680E+01  3.393049238767E+01  3.389564499334E+01 -1.593055146725E+02  9.819839640909E+05  6.256050001113E+07  9.795974499875E+05  6.263664444406E+07  1.589057940684E+03  1.610557600246E+03  9.795700502709E+05  9.795700502710E+05  1.208632824580E+01  1.207347122298E+01  5.573329128513E-01
240         -105.07596109   33.04819321  0.000000E+00 -2.115970928098E+01 -2.115970928098E+01 -2.149998376412E+01  2.738698465450E+01  2.737705130116E+01  3.391787604556E+01  3.388302131759E+01 -1.593038521461E+02  9.819839514458E+05  6.256050001290E+07  9.795974375166E+05  6.263664444039E+07  1.588952431475E+03  1.610452415239E+03  9.795700505320E+05  9.795700505320E+05  1.208669794679E+01  1.207381943777E+01  5.578035278023E-01
241         -105.07589276   33.04819637  0.000000E+00 -2.116008382388E+01 -2.116008382387E+01 -2.150030798078E+01  2.737425266019E+01  2.736431241188E+01  3.390525965212E+01  3.387039759174E+01 -1.593021893024E+02  9.819839388007E+05  6.256050001467E+07  9.795974250456E+05  6.263664443673E+07  1.588846906705E+03  1.610347214686E+03  9.795700507930E+05  9.795700507930E+05  1.208706646410E+01  1.207416707075E+01  5.582740574861E-01
242         -105.07582444   33.04819953  0.000000E+00 -2.116045832362E+01 -2.116045832362E+01 -2.150063216404E+01  2.736152245877E+01  2.735157531777E+01  3.389264503788E+01  3.385777564779E+01 -1.593005263884E+02  9.819839261573E+05  6.256050001644E+07  9.795974125764E+05  6.263664443306E+07  1.588741381974E+03  1.610242014138E+03  9.795700510540E+05  9.795700510540E+05  1.208743575173E+01  1.207451407484E+01  5.587444368045E-01
243         -105.07575611   33.04820269  0.000000E+00 -2.116083288955E+01 -2.116083288955E+01 -2.150095640859E+01  2.734879035682E+01  2.733883632341E+01  3.388002854425E+01  3.384515182395E+01 -1.592988629103E+02  9.819839135121E+05  6.256050001821E+07  9.795974001054E+05  6.263664442939E+07  1.588635826085E+03  1.610136782494E+03  9.795700513150E+05  9.795700513150E+05  1.208780385579E+01  1.207486054437E+01  5.592147959078E-01
244         -105.07568778   33.04820585  0.000000E+00 -2.116120746697E+01 -2.116120746697E+01 -2.150128066708E+01  2.733605820158E+01  2.732609727764E+01  3.386741200000E+01  3.383252795223E+01 -1.592971991149E+02  9.819839008668E+05  6.256050001997E+07  9.795973876342E+05  6.263664442572E+07  1.588530254635E+03  1.610031535302E+03  9.795700515760E+05  9.795700515761E+05  1.208816999489E+01  1.207520643215E+01  5.596850696855E-01
245         -105.07561946   33.04820901  0.000000E+00 -2.116158200119E+01 -2.116158200119E+01 -2.150160489212E+01  2.732332784170E+01  2.731336002924E+01  3.385479723814E+01  3.381990586459E+01 -1.592955352492E+02  9.819838882232E+05  6.256050002174E+07  9.795973751649E+05  6.263664442205E+07  1.588424683228E+03  1.609926288120E+03  9.795700518370E+05  9.795700518371E+05  1.208853651364E+01  1.207555169133E+01  5.601551930755E-01
246         -105.07555113   33.04821217  0.000000E+00 -2.116195660154E+01 -2.116195660154E+01 -2.150192917842E+01  2.731059558343E+01  2.730062088280E+01  3.384218059814E+01  3.380728189925E+01 -1.592938708192E+02  9.819838755778E+05  6.256050002351E+07  9.795973626936E+05  6.263664441838E+07  1.588319080659E+03  1.609821009837E+03  9.795700520981E+05  9.795700520981E+05  1.208890263054E+01  1.207589641575E+01  5.606252961567E-01
247         -105.07548280   33.04821533  0.000000E+00 -2.116233121333E+01 -2.116233121333E+01 -2.150225347860E+01  2.729786327418E+01  2.728788168715E+01  3.382956391071E+01  3.379465788822E+01 -1.592922060718E+02  9.819838629324E+05  6.256050002528E+07  9.795973502223E+05  6.263664441471E+07  1.588213462529E+03  1.609715716008E+03  9.795700523591E+05  9.795700523591E+05  1.208926912708E+01  1.207624055846E+01  5.610953138545E-01
248         -105.07541448   33.04821849  0.000000E+00 -2.116270578185E+01 -2.116270578185E+01 -2.150257774527E+01  2.728513276242E+01  2.727514429110E+01  3.381694900764E+01  3.378203566348E+01 -1.592905412543E+02  9.819838502887E+05  6.256050002705E+07  9.795973377528E+05  6.263664441104E+07  1.588107844445E+03  1.609610422190E+03  9.795700526201E+05  9.795700526201E+05  1.208963365898E+01  1.207658407288E+01  5.615651811421E-01
249         -105.07534616   33.04822165  0.000000E+00 -2.116308036177E+01 -2.116308036177E+01 -2.150290202580E+01  2.727240220182E+01  2.726240684730E+01  3.380433405926E+01  3.376941339450E+01 -1.592888761194E+02  9.819838376450E+05  6.256050002882E+07  9.795973252833E+05  6.263664440737E+07  1.588002210803E+03  1.609505112829E+03  9.795700528811E+05  9.795700528811E+05  1.208999778921E+01  1.207692700580E+01  5.620349630312E-01
250         -105.07527783   33.04822481  0.000000E+00 -2.116345500777E+01 -2.116345500777E+01 -2.150322636753E+01  2.725966974513E+01  2.724966750842E+01  3.379171723523E+01  3.375678925075E+01 -1.592872104198E+02  9.819838249994E+05  6.256050003059E+07  9.795973128119E+05  6.263664440370E+07  1.587896545995E+03  1.609399772363E+03  9.795700531421E+05  9.795700531422E+05  1.209036229914E+01  1.207726940367E+01  5.625047244866E-01
251         -105.07520951   33.04822797  0.000000E+00 -2.116382961043E+01 -2.116382961043E+01 -2.150355067570E+01  2.724693908824E+01  2.723692997136E+01  3.377910219751E+01  3.374416689549E+01 -1.592855446502E+02  9.819838123556E+05  6.256050003236E+07  9.795973003422E+05  6.263664440003E+07  1.587790881236E+03  1.609294431912E+03  9.795700534031E+05  9.795700534032E+05  1.209072562609E+01  1.207761117355E+01  5.629743355092E-01
252         -105.07514119   33.04823113  0.000000E+00 -2.116420422444E+01 -2.116420422444E+01 -2.150387499768E+01  2.723420838446E+01  2.722419238875E+01  3.376648711590E+01  3.373154449819E+01 -1.592838785632E+02  9.819837997117E+05  6.256050003413E+07  9.795972878725E+05  6.263664439636E+07  1.587685200919E+03  1.609189075917E+03  9.795700536642E+05  9.795700536642E+05  1.209108816080E+01  1.207795236198E+01  5.634438610755E-01
253         -105.07507286   33.04823429  0.000000E+00 -2.116457890447E+01 -2.116457890447E+01 -2.150419938083E+01  2.722147578726E+01  2.721145291327E+01  3.375387016202E+01  3.371892022831E+01 -1.592822119112E+02  9.819837870660E+05  6.256050003590E+07  9.795972754010E+05  6.263664439269E+07  1.587579489432E+03  1.609083688813E+03  9.795700539252E+05  9.795700539252E+05  1.209144990335E+01  1.207829301515E+01  5.639133661152E-01
254         -105.07500454   33.04823745  0.000000E+00 -2.116495354112E+01 -2.116495354112E+01 -2.150452373036E+01  2.720874499147E+01  2.719871524182E+01  3.374125499604E+01  3.370629774912E+01 -1.592805451893E+02  9.819837744220E+05  6.256050003767E+07  9.795972629312E+05  6.263664438902E+07  1.587473777998E+03  1.608978301729E+03  9.795700541862E+05  9.795700541862E+05  1.209181163508E+01  1.207863304064E+01  5.643827206987E-01
255         -105.07493622   33.04824061  0.000000E+00 -2.116532818905E+01 -2.116532818905E+01 -2.150484809366E+01  2.719601415127E+01  2.718597752705E+01  3.372863978885E+01  3.369367523008E+01 -1.592788781498E+02  9.819837617781E+05  6.256050003944E+07  9.795972504614E+05  6.263664438535E+07  1.587368051007E+03  1.608872899100E+03  9.795700544472E+05  9.795700544472E+05  1.209217218413E+01  1.207897248472E+01  5.648519897683E-01
256         -105.07486789   33.04824377  0.000000E+00 -2.116570290296E+01 -2.116570290296E+01 -2.150517251808E+01  2.718328142013E+01  2.717323792160E+01  3.371602271081E+01  3.368105084064E+01 -1.592772105452E+02  9.819837491322E+05  6.256050004120E+07  9.795972379896E+05  6.263664438168E+07  1.587262292842E+03  1.608767465360E+03  9.795700547082E+05  9.795700547083E+05  1.209253311303E+01  1.207931139334E+01  5.653212382178E-01
257         -105.07479957   33.04824693  0.000000E+00 -2.116607757342E+01 -2.116607757342E+01 -2.150549690884E+01  2.717055049253E+01  2.716050012240E+01  3.370340742332E+01  3.366842824409E+01 -1.592755428707E+02  9.819837364881E+05  6.256050004297E+07  9.795972255197E+05  6.263664437801E+07  1.587156534733E+03  1.608662031642E+03  9.795700549692E+05  9.795700549693E+05  1.209289324997E+01  1.207964967458E+01  5.657903361892E-01
258         -105.07473125   33.04825009  0.000000E+00 -2.116645225512E+01 -2.116645225512E+01 -2.150582131331E+01  2.715781952212E+01  2.714776228208E+01  3.369079209659E+01  3.365580560989E+01 -1.592738748787E+02  9.819837238440E+05  6.256050004474E+07  9.795972130498E+05  6.263664437434E+07  1.587050761066E+03  1.608556582379E+03  9.795700552302E+05  9.795700552303E+05  1.209325220442E+01  1.207998737445E+01  5.662593485886E-01
259         -105.07466293   33.04825325  0.000000E+00 -2.116682694804E+01 -2.116682694804E+01 -2.150614573147E+01  2.714508851049E+01  2.713502440139E+01  3.367817673201E+01  3.364318293876E+01 -1.592722065690E+02  9.819837111998E+05  6.256050004651E+07  9.795972005798E+05  6.263664437067E+07  1.586944971841E+03  1.608451117573E+03  9.795700554913E+05  9.795700554913E+05  1.209361114821E+01  1.208032449299E+01  5.667282753964E-01
