lon,lat,FAA,SMW,TC,Faye,Disturbing_potential,Undulation,Cogeoid,Geoid
-106,33.09,-12.86108845606213,-36.79341395677329,-63.17759970802058,26.38418575124729,3829370.311170253,3.909222015512758,-17.80754086765524,-18.00288852135619
-106,33.1,-12.47037707191339,-36.88529244718666,-83.73406876104575,46.84877631385909,3861618.017726755,3.942138838813372,-17.79996146205162,-18.8641044390881
-106,33.11,-12.01041443242138,-36.89889110578224,-95.22653604531064,58.3276449395284,3889327.033033918,3.970422279835919,-17.79703975079608,-17.31253241139194
-106,33.12,-11.51089764445351,-36.86031246829953,-58.45560434559304,21.59529187729351,3912456.208715963,3.994030343987626,-17.79880267531138,-17.74176024389556
-106,33.13,-10.99040088506445,-36.7871790190693,-54.39260502552256,17.60542600645326,3931126.888660491,4.01308691688427,-17.80511141115273,-17.89616702838317
-106,33.14,-10.46085825390765,-36.69086734007578,-61.44623973472393,24.75537239464815,3945919.838123438,4.02818488317109,-17.81535827647191,-17.87693197407404
-106,33.15,-9.931088895958965,-36.57987827901525,-108.9220129791453,72.34213470013002,3957073.861123736,4.039568035300042,-17.82928485022095,-16.28458210587089
-106,33.16,-9.408664304020931,-36.46170293508476,-32.46650842885222,-3.995194506232544,3965048.178536248,4.047705176657414,-17.84640789564859,-17.99597660357684
-106,33.17,-8.900455721239268,-36.34348699506518,-138.56604268498,102.2225556899149,3969826.982751259,4.052580178337454,-17.86672932972854,-18.77198835286481
-106,33.18,-8.414297818344494,-36.2343087573463,-144.5656228340165,108.3313140766702,3970244.520553411,4.053002995638084,-17.89142523241291,-17.07328458044828
-106,33.19,-7.981434319990512,-36.1776314334129,-92.19519156537905,56.01756013196615,3966028.536659486,4.048695709721704,-17.92075983019129,-19.43370698840173
-106,33.2,-7.583301991980989,-36.14693210543192,-102.1836137496571,66.03668164422523,3960854.565785893,4.043410476299701,-17.9509675720643,-17.19738555205542
-106,33.21,-7.198686048897798,-36.11411911916366,-157.4040296197903,121.2899105006267,3955473.688976641,4.037914032997805,-17.9812686462062,-16.62376618527618
-106,33.22,-6.819242497134837,-36.06990133559884,-134.214047018263,98.14414568266412,3949551.355261596,4.031864856930868,-18.01199184575913,-18.95193608730904
-106,33.23,-6.436282592803764,-36.00512046800577,-146.0636855854999,110.0585651174941,3942791.122368674,4.024960329266198,-18.0434274268968,-17.48760366805993
-106,33.24,-6.040890627802582,-35.91064727969206,-102.4569232495825,66.54627596989042,3934850.361968774,4.016850683643742,-18.07591318227125,-19.12576700976556
-106,33.25,-5.623650004803494,-35.77709572536696,-88.64357259846881,52.86647687310185,3925057.001464116,4.006849845448714,-18.11012362277929,-18.46436426112775
-106,33.26,-5.170561300299596,-35.59087249747972,-88.1447033712645,52.55383087378478,3912970.460288628,3.994508058199268,-18.14649737134074,-18.26658047739688
-106,33.27,-4.6581256842328,-35.33007389587874,-86.45102042837973,51.12094653250099,3898676.638626488,3.979913017920026,-18.18493604777398,-18.15197597603809
-106,33.28,-4.012330795980233,-34.93327395644155,-54.2650487592647,19.33177480282315,3881622.322051208,3.962499989107548,-18.22599417111445,-18.86655464638747
-106,33.29,-3.2909447046477,-34.44686988007743,-45.85576920573228,11.40889932565485,3861536.055348929,3.941991867889422,-18.26993911373058,-18.75893707687391
-106,33.3,-2.534398116797092,-33.90728007612779,-33.17299462464539,-0.7342854514823998,3838325.43037988,3.918294328731645,-18.31685597084035,-18.45676733241018
-106,33.31,-1.76191834553174,-33.33305109245703,-27.5856636091426,-5.747387483314427,3811624.031808271,3.891033330709319,-18.36711006936868,-18.50431352863077
-106,33.32,-0.9808161200926406,-32.7311719835634,-25.87690907727364,-6.854262906289758,3781262.460675059,3.860035954905124,-18.42086614454087,-18.55797133080498
-106,33.33,-0.1926617629433167,-32.10306954317639,-32.48799980062736,0.384930257450975,3748414.851668369,3.826500804762891,-18.47691795236111,-18.65053648496734
-106,33.34,0.6052445346285822,-31.44604061041173,-36.02477900432964,4.578738393917916,3713590.605642586,3.790947898856281,-18.53473838845271,-18.78263416986749
-106,33.35,1.421961766085587,-30.7511915828436,-69.57407327876524,38.82288169592164,3676546.03509253,3.753128478810932,-18.59456969051907,-20.69844166295171
-106,33.36,2.297445665222767,-29.97909712490946,-74.64945805924673,44.67036093433727,3637240.462783015,3.713001025894791,-18.65644743085721,-18.73100270134396
-106,33.37,3.268192512041423,-29.09870333726576,-120.0943123950379,90.99560905777213,3598652.414249674,3.67360610905176,-18.71732567612824,-17.07757603063414
-106,33.38,4.297296222401201,-28.15117618039221,-69.66520047819765,41.51402429780543,3563188.512309788,3.637400472954203,-18.77474290578179,-18.93952074280563
-106,33.39,5.436508130886068,-27.07580909939861,-94.0555865610836,66.97977746168499,3531904.453275585,3.60546179231877,-18.82761726287523,-19.35007248850586
-106,33.4,6.588855373760452,-25.97008280972659,-119.2079572877355,93.23787447800893,3505593.652150837,3.578599994712546,-18.87513523501745,-19.34594842568807
-106,33.41,7.73056620945863,-24.85882432730432,-147.3654199777907,122.5065956504864,3484598.108040022,3.557164188404665,-18.91694472889034,-17.34146259677531
-106,33.42,8.848773702178732,-23.75621342532395,-87.58660949914541,63.83039607382146,3469226.789109098,3.541469761703407,-18.95272797187859,-19.11612431540758
-106,33.43,9.93415137136617,-22.67318462020194,-72.56336870121964,49.89018408101771,3459687.867254302,3.531729206684982,-18.98227068788702,-19.12829365300892
-106,33.44,10.97878617104288,-21.61974577249202,-82.87230731819932,61.25256154570729,3456081.533299462,3.528044785223369,-19.00546942944263,-19.08672037182199
-106,33.45,11.97025239019422,-20.611554756244,-100.1479493947006,79.5363946384566,3458163.560419227,3.530167169953792,-19.0225729334282,-20.18584129272675
-106,33.46,12.89897741451568,-19.67057761270553,-88.98642798945302,69.31585037674749,3465660.002446085,3.537816696239989,-19.03386086438301,-19.26105416650566
-106,33.47,13.75783976368257,-18.80430833355058,-72.68857354186626,53.88426520831568,3478040.748606959,3.550452202537651,-19.03987496797835,-19.22196007787202
-106,33.48,14.55979800227215,-17.98747041412571,-69.06512837001466,51.07765795588895,3494350.807415493,3.567098802939278,-19.04159129089172,-19.42479558176111
-106,33.49,15.32047945758677,-17.20226965208712,-74.56512358460948,57.36285393252236,3514541.35788675,3.587706649891741,-19.03906140908726,-19.2460558117928
-106,33.5,16.04493242765602,-16.4425387397423,-92.90953108970626,76.46699234996396,3539020.170295451,3.612691992133075,-19.03187135948393,-19.70098174322746
-105.99,32.5,-17.96176151327381,-19.24173040895403,-2.251507757761204,-16.99022265119282,3566220.158517557,3.640764943704993,-17.006264388162,-17.15583309609026
-105.99,32.51,-18.50944143566448,-20.06621772176004,-3.095549649383447,-16.97066807237659,3593241.34547873,3.668347888571148,-16.98519542911585,-17.1579832023622
-105.99,32.52,-19.12113739432243,-20.94693178816669,-3.530323254280064,-17.41660853388663,3618756.473591499,3.694393249352163,-16.96595353133583,-17.04550163462206
-105.99,32.53,-19.81722314470244,-21.90238403692638,-6.389324484871182,-15.5130595520552,3641689.463188308,3.717802459663414,-16.94965074516059,-16.98988786580045
-105.99,32.54,-20.63081329553097,-22.96233766639489,-8.420750873203904,-14.54158679319098,3661995.207362359,3.73852947648547,-16.93634603147753,-17.00309041520533
-105.99,32.55,-21.59733245684038,-24.15830316048232,-8.931294792949943,-15.22700836753238,3679628.24891952,3.756527899347227,-16.92609812322277,-17.01736265636416
-105.99,32.56,-22.58653373709967,-25.36628648354963,-8.755535578762563,-16.61075090478707,3693950.173186261,3.771145978888869,-16.91957049870613,-17.01767049159577
-105.99,32.57,-23.6542489620042,-26.64037290251144,-9.795846650023531,-16.84452625248791,3704820.864518608,3.782240679942068,-16.91691730166194,-16.95341947940947
-105.99,32.58,-24.75875489008467,-27.94412610916334,-11.01114280445987,-16.93298330470346,3712281.161283926,3.7898537030813,-16.9181073040697,-16.97502627783079
-105.99,32.59,-25.83796288519079,-29.22056199056533,-14.72625911846639,-14.49430287209894,3716603.3574662,3.79426304070426,-16.92287233569274,-17.03581030067282
-105.99,32.6,-26.83693899257196,-30.41878500039456,-17.85163848913372,-12.56714651126085,3717953.324518883,3.795638038106254,-16.93105220988974,-16.97967590238879
-105.99,32.61,-27.7059345951493,-31.49277250967134,-31.46337627732971,-0.02939623234162525,3717152.509541416,3.794817313017985,-16.94181679222201,-17.08287624799511
-105.99,32.62,-28.39563149233436,-32.3971015038187,-38.28169469306565,5.884593189246942,3714204.257828528,3.791804286142977,-16.95517045933802,-17.09349659713942
-105.99,32.63,-28.85037872989051,-33.08075034640206,-24.19852906898574,-8.882221277416317,3708323.849004626,3.78579784830108,-16.97192142251392,-17.06303228943662
-105.99,32.64,-29.00491591930768,-33.48460748818616,-43.7405625257826,10.25595503759644,3700259.909328753,3.777562272874437,-16.99131180716856,-17.13951552576931
-105.99,32.65,-28.82028832468495,-33.57421304249146,-23.87520420146751,-9.699008841023957,3692388.889400098,3.769523660615089,-17.01092120128691,-17.12587467110182
-105.99,32.66,-28.34689327054366,-33.39683972703642,-28.75594396595129,-4.640895761085133,3685007.704893011,3.761985129082083,-17.03045146047291,-17.19455119892815
-105.99,32.67,-27.66006171954359,-33.02385157788376,-18.62104927190165,-14.40280230598211,3678204.784879197,3.755036953243743,-17.04981656311626,-17.21083774064063
-105.99,32.68,-26.82841834952706,-32.52144550578669,-22.10378024640221,-10.41766525938447,3671721.760851144,3.74841536640277,-17.06928380647223,-17.07669672684634
-105.99,32.69,-25.91344874718197,-31.94955357945582,-31.17899108063103,-0.7705624988247912,3665527.151229713,3.742088228612814,-17.08888813651519,-17.26310258564771
-105.99,32.7,-24.97508978378755,-31.36712118847936,-48.02991246620935,16.66279127772999,3659208.479900118,3.735634448074629,-17.10905272604737,-17.26430036759597
-105.99,32.71,-24.07648656774109,-30.83680098035256,-35.25250841519191,4.415707434839348,3652369.347446433,3.728649346863241,-17.13018360970376,-17.14851783437306
-105.99,32.72,-23.2899944933888,-30.4310933776942,-27.86329848878338,-2.567794888910814,3645211.433563923,3.721338817936341,-17.15207552889966,-17.28404506614469
-105.99,32.73,-22.61675768372515,-30.15180092392984,-17.57950930986286,-12.57229161406698,3637676.789220729,3.713643702913832,-17.17478755721116,-17.24619045685265
-105.99,32.74,-22.08897882082965,-30.02950095152482,-9.689898594556325,-20.3396023569685,3629855.123577211,3.705655585279344,-17.19822731152465,-17.29719122418301
-105.99,32.75,-21.65677350106125,-30.01444683264708,-11.50051725954579,-18.51392957310129,3621466.164567216,3.697088341165651,-17.22267940677935,-17.28063130513259
-105.99,32.76,-21.38718929117022,-30.17249627249112,-9.528013783786868,-20.64448248870425,3611806.018021246,3.687223379998983,-17.24886022201502,-17.4095047461539
-105.99,32.77,-21.24255375163193,-30.46508067535615,-14.06555552745205,-16.39952514790409,3600903.898215645,3.676090529319859,-17.27673702337914,-17.44008853178683
-105.99,32.78,-21.18858728325722,-30.85766261396202,-9.981513489255146,-20.87614912470687,3589292.955719409,3.664234074586262,-17.30576193328274,-17.42153080279875
-105.99,32.79,-21.18927780757804,-31.31452237146732,-8.496020448547945,-22.81850192291937,3577245.162869601,3.65193166826087,-17.33565303137413,-17.41671716209493
-105.99,32.8,-21.20186429543537,-31.7938901251764,-1.82147352165584,-29.97241660352056,3564378.854033279,3.638793677668375,-17.36679501782163,-17.48360711808609
-105.99,32.81,-21.17194401774032,-32.24352679844742,-0.3876439222051642,-31.85588287624226,3550318.137107221,3.624436365503844,-17.39956604500816,-17.48817157988906
-105.99,32.82,-21.01575699619571,-32.58246742451593,-0.1223983845099782,-32.46006904000595,3534569.822957288,3.608356250070424,-17.43446337054158,-17.51371558050376
-105.99,32.83,-20.6949333762168,-32.76981341189821,-0.1104039670095145,-32.65940944488869,3517378.944842907,3.59080348399389,-17.4712299927871,-17.57262871464283
-105.99,32.84,-20.23137176857563,-32.82738738181069,-0.2057602426125501,-32.62162713919815,3499396.437156281,3.572442592945027,-17.50919392739497,-17.54485203739163
-105.99,32.85,-19.6840201230807,-32.81034853170422,-0.4311580523825472,-32.37919047932167,3481766.595390138,3.554441759423719,-17.54717893971328,-17.52680008385579
-105.99,32.86,-19.08762031518563,-32.75020470725576,-1.038984675415704,-31.71122003184006,3464695.572904409,3.537011438766498,-17.58496594592251,-17.77377931693661
-105.99,32.87,-18.46823074060376,-32.67076108545007,-0.5163954422976268,-32.15436564315244,3448454.757888117,3.520428681970166,-17.62226870824983,-17.86440557585468
-105.99,32.88,-17.84555868918687,-32.59002142104146,-1.75248648557823,-30.83753493546322,3432776.828606335,3.504420586031495,-17.65935040355251,-17.75128414025994
-105.99,32.89,-17.23406720184721,-32.52109348796512,-4.293027834137625,-28.22806565382749,3416861.062695294,3.48816971635779,-17.69701822065721,-17.73742085189161
-105.99,32.9,-16.64419840389746,-32.47331812902121,-6.812570809223857,-25.66074731979735,3399907.923994722,3.470859852064549,-17.73607763564945,-18.22706297235655
-105.99,32.91,-16.08334012631531,-32.45318858567043,-6.364178685007076,-26.08900990066336,3385479.333083887,3.456127246285899,-17.7728811728991,-17.94322116893483
-105.99,32.92,-15.55656244567217,-32.46506473966292,-1.435880530730746,-31.02918420893218,3375869.852219096,3.446314335550704,-17.8050747177933,-17.85332495303587
-105.99,32.93,-15.06722775999515,-32.51177677401574,-1.092240671609571,-31.41953610240617,3371071.34353317,3.441412799770285,-17.83265447954572,-17.82892905414873
-105.99,32.94,-14.61758281180664,-32.5952248300091,-1.932868260709022,-30.66235656930008,3371014.89038145,3.441352271932538,-17.85567830498346,-17.89825264760416
-105.99,32.95,-14.20946932123479,-32.7171140294231,-7.769272573722282,-24.94784145570082,3375944.074523854,3.446381403780764,-17.87388463698223,-18.80434201878897
-105.99,32.96,-13.84539396667969,-32.8800750463779,-5.682562880877484,-27.19751216550041,3386594.44886829,3.457251081665933,-17.88650932332506,-17.54156827416072
-105.99,32.97,-13.53047647588392,-33.08971397691494,-34.89258886614006,1.802874889225123,3403126.596817716,3.474125224447435,-17.89337484406557,-18.02671362534873
-105.99,32.98,-13.27636496232299,-33.35874486176181,-0.9850713460893412,-32.37367351567246,3425050.602346241,3.496503680342069,-17.89496744046794,-18.00761604357882
-105.99,32.99,-13.10717409801146,-33.71340767687798,-0.2300722872453114,-33.48333538963266,3451164.628954214,3.523159527368833,-17.89249984082216,-18.14408032996248
-105.99,33,-13.03507980151335,-34.16906996373291,-1.13491636464881,-33.0341535990841,3480616.725301448,3.553223031505598,-17.8868273289744,-17.96497914272753
-105.99,33.01,-12.74281456701283,-34.40484991873382,-1.443676155807717,-32.9611737629261,3513010.522837164,3.586289547596845,-17.87833987050515,-17.89257431102692
-105.99,33.02,-12.3820908412963,-34.5730982332534,-0.5145686571461084,-34.0585295761073,3547904.176391861,3.621908006657372,-17.86747365284563,-18.00938730776655
-105.99,33.03,-12.08555910359428,-34.8048845485755,-1.403098478941405,-33.4017860696341,3585484.369592445,3.66026897962108,-17.85402304925592,-18.04434111973286
-105.99,33.04,-11.82870209227985,-35.07249225312262,-0.600356170603171,-34.47213608251945,3627043.215245777,3.702691521608931,-17.83665380253007,-18.10879358850166
-105.99,33.05,-11.59032684002887,-35.35273469905951,-50.1315750045507,14.77884030549119,3670903.880083527,3.747463817227517,-17.81706240787548,-17.87480094541813
-105.99,33.06,-11.35715598049137,-35.63114214625239,-65.81804753152983,30.18690538527744,3713687.250174015,3.791136275092621,-17.79868304672538,-17.99941791916593
-105.99,33.07,-11.11769571001059,-35.89570661097241,-59.36348230738245,23.46777569641004,3754594.167278136,3.83289307395721,-17.78231606905279,-17.84558039727988
-105.99,33.08,-10.85624795718468,-36.13111148549797,-53.89922915761779,17.76811767211982,3793391.558715615,3.872496285638,-17.768183898943,-17.606667303189
-105.99,33.09,-10.55264980381617,-36.3179730189222,-51.39378254331445,15.07580952439225,3829417.653500189,3.909270345045662,-17.75694659307034,-17.718700993433
-105.99,33.1,-10.12572517975786,-36.36948706448311,-54.79508900323803,18.42560193875492,3861659.455679931,3.942181140813173,-17.74962277853083,-18.08907082962889
-105.99,33.11,-9.639677098406537,-36.35206763177121,-73.39303193679216,37.04096430502095,3889364.894562849,3.970460930804773,-17.74696476569623,-17.41632336991573
-105.99,33.12,-9.121493949634896,-36.29204349360953,-51.90022549893251,15.60818200532298,3912494.072821192,3.994068997553868,-17.74899792099513,-17.91146897784719
-105.99,33.13,-8.588297632515605,-36.20491411518015,-51.60443186217581,15.39951774699566,3931163.038514032,4.013123820425775,-17.75558852276922,-18.08059771723009
-105.99,33.14,-8.04951361901476,-36.09923648757103,-51.32557339405082,15.22633690647979,3945957.10302599,4.02822292497713,-17.76612393966987,-18.26110273875033
-105.99,33.15,-7.51223597558419,-35.98174733692576,-50.03210933084383,14.05036199391807,3957118.517584991,4.039613622726455,-17.78034191834355,-18.10131909289264
-105.99,33.16,-6.984506085798785,-35.8606244818875,-69.09781585131336,33.23719136942586,3965104.153264503,4.047762318257496,-17.7977613034275,-17.98316761058759
-105.99,33.17,-6.475585475825937,-35.74601460658596,-126.9080106049071,91.16199599832112,3969896.374972152,4.052651017076811,-17.81838555636818,-15.96386349040218
-105.99,33.18,-5.989827419580251,-35.64416208079638,-32.46650842885222,-3.177653651944162,3970331.006608779,4.05309128446757,-17.84338882278143,-17.99295753070969
-105.99,33.19,-5.538216157561692,-35.5625351698036,-133.4063692460122,97.84383407620862,3966121.153438339,4.048790256987748,-17.87304994664625,-16.40852169543226
-105.99,33.2,-5.11144115987554,-35.49213554985181,-76.13535555834238,40.64322000849057,3960955.888871257,4.043513911257497,-17.9035892266355,-17.86712205936105
-105.99,33.21,-4.699341179897601,-35.42320588698931,-82.14035223342667,46.71714634643736,3955587.945663776,4.038030671033252,-17.93422483353875,-18.64929659478612
-105.99,33.22,-4.294017121246725,-35.34611383853917,-109.5434105760423,74.19729673750315,3949679.537748951,4.031995710898713,-17.96528853038028,-18.30027865186458
-105.99,33.23,-3.882364184813923,-35.24689899285295,-165.3259991578105,130.0791001649575,3942931.782274488,4.025103920575818,-17.99707273119117,-17.69242475698526
-105.99,33.24,-3.453888981362979,-35.11478855375026,-118.4911758942576,83.37638734050729,3935004.019034812,4.017007542846503,-18.0299128853995,-19.62863519178353
-105.99,33.25,-3.000812681159005,-34.94225146104873,-120.4024878530367,85.46023639198795,3925220.288462455,4.007016535125784,-18.06448713771921,-16.41155724492669
-105.99,33.26,-2.516674914746545,-34.72385332447448,-121.7791126538637,87.05525932938924,3913136.943541704,3.994678010592907,-18.10123690762009,-16.4678387633345
