lat,lon,height_anomaly
64.05,-157.5,10.37004123661
64.05,-157.25,10.508782305668
64.05,-157,10.636490417708
64.05,-156.75,10.73707763483
64.05,-156.5,10.804805149359
64.05,-156.25,10.84611044855
64.05,-156,10.877653613081
64.05,-155.75,10.921240869655
64.05,-155.5,10.997313447546
64.05,-155.25,11.119098548993
64.05,-155,11.289172397475
64.05,-154.75,11.499245025288
64.05,-154.5,11.732830859632
64.05,-154.25,11.969568600588
64.05,-154,12.189623432852
64.05,-153.75,12.376913440703
64.05,-153.5,12.520645738865
64.05,-153.25,12.615450297999
64.05,-153,12.660888970684
64.05,-152.75,12.661096355996
64.05,-152.5,12.624841728811
64.05,-152.25,12.565676062282
64.05,-152,12.501414944515
64.05,-151.75,12.452272408458
64.05,-151.5,12.437524111967
64.05,-151.25,12.47139379627
64.05,-151,12.559514713579
64.05,-150.75,12.697438515758
64.05,-150.5,12.872091822279
64.05,-150.25,13.06598199393
64.05,-150,13.262770880121
64.05,-149.75,13.452104410921
64.05,-149.5,13.631694641554
64.05,-149.25,13.80564539489
64.05,-149,13.979544981624
64.05,-148.75,14.15429974561
63.8,-159,10.237204166244
63.8,-158.75,10.186917696549
63.8,-158.5,10.172586150276
63.8,-158.25,10.202199176343
63.8,-158,10.273755192157
63.8,-157.75,10.376007975839
63.8,-157.5,10.491868959312
63.8,-157.25,10.603730167753
63.8,-157,10.699217914108
63.8,-156.75,10.775560281086
63.8,-156.5,10.841034546357
63.8,-156.25,10.912817327891
63.8,-156,11.011726386163
63.8,-155.75,11.155412903877
63.8,-155.5,11.352139720178
63.8,-155.25,11.597134127222
63.8,-155,11.872669246666
63.8,-154.75,12.151803736907
63.8,-154.5,12.404544949743
63.8,-154.25,12.604519723085
63.8,-154,12.734268200743
63.8,-153.75,12.787960309998
63.8,-153.5,12.771353261145
63.8,-153.25,12.699722738218
63.8,-153,12.59494294538
63.8,-152.75,12.482726620437
63.8,-152.5,12.390420663322
63.8,-152.25,12.345055579479
63.8,-152,12.370973271905
63.8,-151.75,12.486548662979
63.8,-151.5,12.700221377035
63.8,-151.25,13.00691988361
63.8,-151,13.386507112594
63.8,-150.75,13.805709260998
63.8,-150.5,14.224014360014
63.8,-150.25,14.602537322998
63.8,-150,14.913435529114
63.8,-149.75,15.146775626736
63.8,-149.5,15.312218327305
63.8,-149.25,15.434474597514
63.8,-149,15.543678676616
63.8,-148.75,15.663793831556
63.55,-159,10.471982548801
63.55,-158.75,10.416618447527
63.55,-158.5,10.40959565103
63.55,-158.25,10.453768001427
63.55,-158,10.541000096855
63.55,-157.75,10.654691724487
63.55,-157.5,10.774604443797
63.55,-157.25,10.882817770799
63.55,-157,10.969184076347
63.55,-156.75,11.034643003944
63.55,-156.5,11.091258025529
63.55,-156.25,11.158745115032
63.55,-156,11.25832300554
63.55,-155.75,11.405595393951
63.55,-155.5,11.604577539811
63.55,-155.25,11.844741281854
63.55,-155,12.102118184459
63.55,-154.75,12.34431906717
63.55,-154.5,12.538174817479
63.55,-154.25,12.657950759787
63.55,-154,12.691970931746
63.55,-153.75,12.646022264099
63.55,-153.5,12.542879236905
63.55,-153.25,12.418344551296
63.55,-153,12.314988792717
63.55,-152.75,12.275078110781
63.55,-152.5,12.334003203177
63.55,-152.25,12.515058380068
63.55,-152,12.825945961426
63.55,-151.75,13.257121271319
63.55,-151.5,13.782100041175
63.55,-151.25,14.35998260647
63.55,-151,14.940454544371
63.55,-150.75,15.471185469171
63.55,-150.5,15.906834797263
63.55,-150.25,16.218002499937
63.55,-150,16.397838138313
63.55,-149.75,16.464059113431
63.55,-149.5,16.455043113541
63.55,-149.25,16.42030884872499
63.55,-149,16.407579048612
63.55,-148.75,16.450025695612
63.3,-159,10.691373463447
63.3,-158.75,10.658042793816
63.3,-158.5,10.685734150175
63.3,-158.25,10.773285333066
63.3,-158,10.908570852084
63.3,-157.75,11.071319654643
63.3,-157.5,11.237687513838
63.3,-157.25,11.385590495021
63.3,-157,11.499615938502
63.3,-156.75,11.574380968347
63.3,-156.5,11.615500979739
63.3,-156.25,11.637826727686
63.3,-156,11.661237763431
63.3,-155.75,11.704926568691
63.3,-155.5,11.7816145865
63.3,-155.25,11.89333859469
63.3,-155,12.030207055645
63.3,-154.75,12.172832784723
63.3,-154.5,12.29813218321
63.3,-154.25,12.387114349122
63.3,-154,12.432505973775
63.3,-153.75,12.443863162161
63.3,-153.5,12.448338527746
63.3,-153.25,12.48639938522
63.3,-153,12.603213846763
63.3,-152.75,12.83770433818
63.3,-152.5,13.212013840482
63.3,-152.25,13.724111845371
63.3,-152,14.345502521982
63.3,-151.75,15.02473167957
63.3,-151.5,15.695995270723
63.3,-151.25,16.290999719283
63.3,-151,16.751566431403
63.3,-150.75,17.040395955414
63.3,-150.5,17.147849907986
63.3,-150.25,17.093424092649
63.3,-150,16.92160684211199
63.3,-149.75,16.692888262711
63.3,-149.5,16.47166252452
63.3,-149.25,16.31348633331
63.3,-149,16.254444312398
63.3,-148.75,16.30507080526
63.05,-159,10.802549999977
63.05,-158.75,10.827729542254
63.05,-158.5,10.915299436385
63.05,-158.25,11.059159109828
63.05,-158,11.244980621795
63.05,-157.75,11.452657553804
63.05,-157.5,11.659281138855
63.05,-157.25,11.84226363576
63.05,-157,11.982458062152
63.05,-156.75,12.067172358775
63.05,-156.5,12.092774948602
63.05,-156.25,12.066263109285
63.05,-156,12.004981015286
63.05,-155.75,11.933886802594
63.05,-155.5,11.880456921192
63.05,-155.25,11.868291045735
63.05,-155,11.911325452595
63.05,-154.75,12.010810397584
63.05,-154.5,12.156574951031
63.05,-154.25,12.332671847409
63.05,-154,12.525737137207
63.05,-153.75,12.733020583592
63.05,-153.5,12.966694327107
63.05,-153.25,13.252028562924
63.05,-153,13.619108613809
63.05,-152.75,14.090249848968
63.05,-152.5,14.667207322634
63.05,-152.25,15.322874744027
63.05,-152,16.001089235236
63.05,-151.75,16.625693424827
63.05,-151.5,17.116976296403
63.05,-151.25,17.411071812907
63.05,-151,17.476732476998
63.05,-150.75,17.324519739245
63.05,-150.5,17.00564736652299
63.05,-150.25,16.600735219705
63.05,-150,16.201594657833
63.05,-149.75,15.890995398683
63.05,-149.5,15.72566958163
63.05,-149.25,15.726616230858
63.05,-149,15.878551485014
63.05,-148.75,16.137828947263
